name,email,date_of_birth,address,phone_number,grade,student_id,major,minor,enrollment_year,graduation_year,gender,gpa,ethnicity,marital_status,courses,student_type,scholarship,sports_teams,internship_status,social_security_number,birth_place,nationality,parents,emergency_contact,language_proficiency,previous_schools,has_student_loan
Dominic Nicholson,pearsonjasmin@example.net,2005-05-21,"PSC 6960, Box 7462
APO AP 52902",+1-544-535-2780x0730,C,2575d890-ae98-4dcf-b7bc-a3951cad5ff8,Biology,Psychology,2025,1996,Female,11.0,African American,Single,"['unleash strategic systems', 'envisioneer bleeding-edge systems', 'scale frictionless channels']",Part-time,Yes,Soccer,None,269-71-7766,East Davidchester,Australian,"{'father_name': 'Christopher Frye', 'mother_name': 'Jeremy Obrien', 'contact_number': '868.650.8040x56714'}","{'name': 'Edward Murphy', 'relationship': 'Parent', 'phone_number': '560.582.3877'}",English,"['Hooper, Smith and Cole', 'Watson, Hansen and Kelly']",No
Daniel Reese,fernandomartinez@example.org,2005-11-09,"34414 Kane Meadow Apt. 182
West Brendahaven, ME 76739",7485196014,C,c8b7e003-c12a-4ea6-bbd9-9429200d8769,History,Economics,1970,1996,Female,6.3,Caucasian,Married,"['brand holistic systems', 'enhance visionary vortals', 'brand intuitive supply-chains']",Part-time,No,Soccer,None,826-48-3388,Jamesberg,British,"{'father_name': 'Pamela Goodwin', 'mother_name': 'Robert Perez', 'contact_number': '001-816-312-1569x820'}","{'name': 'Raymond Torres', 'relationship': 'Parent', 'phone_number': '001-433-755-1853x42350'}",Other,"['Gutierrez Ltd', 'Schultz Ltd']",Yes
Christine Miller,gordonwilliam@example.com,2005-11-30,"604 Watkins Isle
Port Micheal, UT 91571",869.600.2231x93883,A,2c49fcfc-6bfd-42fb-9514-a71b9d9f7333,Engineering,Psychology,1994,1984,Non-binary,6.5,African American,Divorced,"['deliver cross-media channels', 'innovate scalable networks', 'extend virtual methodologies']",Part-time,No,None,Completed Internship,514-82-6745,North Austin,Australian,"{'father_name': 'William White', 'mother_name': 'Shirley Fischer', 'contact_number': '001-287-318-9339x7595'}","{'name': 'Steve Mann', 'relationship': 'Friend', 'phone_number': '752.222.9329'}",French,"['Underwood, Fernandez and Holland', 'Brown PLC']",Yes
Brian Stevens,debrabrown@example.net,2005-04-07,"999 Jones Prairie
North Thomas, CO 64197",698-690-7584x41117,F,d9f743b3-6d04-4691-8333-c913b73acfc4,Biology,Music,1997,1990,Non-binary,5.7,Hispanic,Married,"['implement next-generation eyeballs', 'generate holistic niches', 'utilize robust applications']",Full-time,No,Basketball,Currently Internship,188-07-3644,Tannermouth,British,"{'father_name': 'Laura Austin', 'mother_name': 'Amber Carey', 'contact_number': '839.487.5985'}","{'name': 'Alexander Johnson', 'relationship': 'Parent', 'phone_number': '001-699-609-0115x992'}",English,"['Ross and Sons', 'Harris, Wolf and Hodges']",Yes
Melissa Rubio,johnathan54@example.com,2006-06-15,"Unit 9263 Box 6691
DPO AA 35390",342.693.6333x3143,F,87153579-569c-4f8a-b2a9-44c40d1ad93d,Engineering,Art History,1998,1998,Non-binary,9.4,Hispanic,Single,"['transition real-time web-readiness', 'orchestrate killer web-readiness', 'unleash synergistic deliverables']",Part-time,Yes,Basketball,Completed Internship,897-58-1159,Wigginsberg,Canadian,"{'father_name': 'Heather Vargas', 'mother_name': 'Susan Alvarez', 'contact_number': '824.238.7284'}","{'name': 'John Joseph', 'relationship': 'Other', 'phone_number': '(828)233-3233x3301'}",French,"['Lynn-Obrien', 'Oconnor-Roach']",Yes
Catherine Riley,lisaschneider@example.org,2003-07-01,"6840 James Skyway Apt. 412
South Stanley, MD 75797",001-750-498-3937x1080,B,ae963955-626c-4626-809e-c183b0d146ac,Chemistry,Philosophy,1995,2016,Male,11.3,African American,Single,"['optimize cross-media initiatives', 'expedite clicks-and-mortar communities', 'brand cross-platform infrastructures']",Part-time,No,None,Currently Internship,421-50-9294,New Noah,Australian,"{'father_name': 'Joan Mosley', 'mother_name': 'Robert Graham Jr.', 'contact_number': '588-890-7721x9302'}","{'name': 'Hannah Kim', 'relationship': 'Other', 'phone_number': '3512242271'}",German,"['Parker-Goodman', 'Williams and Sons']",No
Erik Garcia,zvasquez@example.org,2006-12-26,"41021 Alexander Knolls Apt. 095
Josephfort, VA 53559",(808)906-0876x44314,B,d37c6567-3757-4184-8480-8c38027ce0af,Computer Science,Art History,1988,2005,Non-binary,11.8,African American,Married,"['exploit extensible relationships', 'engage next-generation initiatives', 'target clicks-and-mortar relationships']",Part-time,No,Football,None,383-51-1662,North Michaelstad,Canadian,"{'father_name': 'William Rivas', 'mother_name': 'Brenda Ford', 'contact_number': '7524564101'}","{'name': 'Stephanie Mcgee', 'relationship': 'Parent', 'phone_number': '3048103104'}",English,"['Hansen Group', 'Woods and Sons']",Yes
Dana Mason,fernandezjulie@example.org,2004-10-17,"924 Cook Land Apt. 965
West Scott, NC 98682",(650)295-5048,F,e13b8983-bdbf-42a6-938c-30b422c3b38d,Biology,Music,2008,2020,Non-binary,2.4,Asian,Divorced,"['strategize real-time info-mediaries', 'envisioneer one-to-one relationships', 'benchmark innovative e-tailers']",Full-time,Yes,Basketball,Completed Internship,379-10-5487,Patrickview,German,"{'father_name': 'Maureen Zavala', 'mother_name': 'Teresa Johnson', 'contact_number': '001-315-612-0542x724'}","{'name': 'Matthew George', 'relationship': 'Other', 'phone_number': '+1-940-948-0742x858'}",English,"['Cooper-Becker', 'Ramsey PLC']",Yes
Daniel Hernandez,edwardrodgers@example.org,2005-09-20,"263 Parker Field Suite 544
Stephenchester, CA 88303",001-332-381-7400x2136,F,0e2beb48-6aff-422a-a9db-da4db5a69e01,Biology,Philosophy,1996,2021,Male,5.2,Caucasian,Divorced,"['engage sticky functionalities', 'streamline global infrastructures', 'architect granular web-readiness']",Full-time,Yes,Soccer,Completed Internship,633-29-0618,South Meredith,German,"{'father_name': 'Curtis Sims MD', 'mother_name': 'Jeffrey Steele', 'contact_number': '001-804-683-0433'}","{'name': 'Diana Lynn', 'relationship': 'Friend', 'phone_number': '778.710.9985x8568'}",Mandarin,"['Munoz-Hayes', 'Thomas-Charles']",No
Ashley Baldwin,brenda60@example.com,2004-09-20,"06785 Matthew Mill
Barnettside, TX 34790",436.663.4576x83522,C,cbab1c4c-c86b-48c0-85c2-af9f08c62db0,Physics,Economics,2010,2002,Male,5.6,Other,Divorced,"['deploy clicks-and-mortar systems', 'deliver real-time e-tailers', 'implement turn-key initiatives']",Part-time,No,Basketball,None,614-90-4780,East Deborahton,Canadian,"{'father_name': 'Adrian Foster', 'mother_name': 'David Morales', 'contact_number': '205-467-3210x992'}","{'name': 'Kelly Johnson', 'relationship': 'Other', 'phone_number': '001-653-518-3259x649'}",Other,"['Miller-Petersen', 'Porter, Espinoza and Steele']",No
Lisa Howard,monicaparker@example.com,2003-01-17,"842 Williams Parkways Suite 732
West Kevin, NJ 37327",001-480-353-3687x342,B,41856e0b-5042-457c-8b64-9d28b73bcd04,Engineering,Art History,1996,1993,Female,6.5,Caucasian,Single,"['revolutionize integrated web-readiness', 'syndicate visionary info-mediaries', 'revolutionize dynamic interfaces']",Part-time,Yes,Basketball,None,316-32-0581,Anthonymouth,German,"{'father_name': 'Megan Rivera', 'mother_name': 'Melanie Kelly', 'contact_number': '456.528.7492'}","{'name': 'Karen Rosales', 'relationship': 'Other', 'phone_number': '+1-306-744-2564'}",Mandarin,"['Davis and Sons', 'Montgomery-Brown']",No
Natasha Yoder,calvinwalsh@example.org,2004-10-01,"92819 Jenkins Loaf
West Cassandrachester, DC 75081",(774)687-6720,D,ecb31f11-198e-4a33-93db-704fbf76ef9d,Mathematics,Philosophy,1986,1981,Male,11.0,Other,Married,"['re-contextualize impactful architectures', 'whiteboard end-to-end action-items', 'synergize interactive info-mediaries']",Full-time,No,Basketball,None,750-20-0699,Lake Coltonfurt,German,"{'father_name': 'Tracey Romero', 'mother_name': 'Martin Lam', 'contact_number': '(865)430-5547x47016'}","{'name': 'Steven Baldwin', 'relationship': 'Other', 'phone_number': '(940)915-3522'}",Spanish,"['Mccarty-Baker', 'Stanley LLC']",No
Andrea Davis,john65@example.com,2006-09-13,"13779 Diaz Keys Apt. 781
Thomasport, IA 29611",(451)396-5036x5946,B,31162217-e901-4b72-8a72-ffe8e0501b0b,Mathematics,Art History,1981,1970,Male,9.7,African American,Single,"['transform front-end niches', 're-intermediate virtual e-markets', 'repurpose dynamic eyeballs']",Full-time,Yes,Football,None,782-90-2053,West Connor,Canadian,"{'father_name': 'Heather Young', 'mother_name': 'Dawn Bonilla', 'contact_number': '836.569.0716x4800'}","{'name': 'Brittany George', 'relationship': 'Friend', 'phone_number': '001-220-384-2972'}",Other,"['Luna, Mack and Kennedy', 'Walker-Greene']",No
Nicholas Kent,slawson@example.org,2006-03-19,"766 Gregory Oval
Erinland, NY 90733",+1-629-741-9227x9908,D,974c6774-1b00-485d-9739-c4c7de242544,Engineering,Philosophy,1990,2022,Non-binary,7.1,African American,Divorced,"['exploit back-end schemas', 'leverage compelling mindshare', 'harness wireless paradigms']",Part-time,No,Soccer,Currently Internship,701-55-1812,Rodriguezville,American,"{'father_name': 'Melissa Valencia', 'mother_name': 'William Smith', 'contact_number': '712-602-2650'}","{'name': 'Christine Price', 'relationship': 'Friend', 'phone_number': '770-925-8939'}",Mandarin,"['Wood-Patel', 'Jones, Coleman and Welch']",No
Mark Watts,harrisrichard@example.com,2002-11-22,"85843 Michael Haven Apt. 709
Lake Randy, AL 04480",552-549-3279x826,A,b177d285-c754-4ec5-94b5-3ecf776e8a82,Engineering,Art History,1988,1991,Female,2.9,Asian,Single,"['maximize 24/7 e-markets', 'engage clicks-and-mortar bandwidth', 're-intermediate bricks-and-clicks content']",Part-time,No,Basketball,Currently Internship,690-98-8169,East Seanbury,American,"{'father_name': 'Robert Garza', 'mother_name': 'Daniel Carney', 'contact_number': '001-593-761-5400x7179'}","{'name': 'Zachary Campbell', 'relationship': 'Other', 'phone_number': '001-665-337-5992x99825'}",Spanish,"['Flores, Hines and Owens', 'May, Lopez and Murphy']",Yes
Diana Banks,qmckinney@example.org,2006-06-15,"725 Beth Forge Suite 546
Brittanyberg, NE 19534",9189246334,C,b222178c-ad47-4c05-9a5f-f892fc34fb12,Mathematics,Psychology,1987,2013,Non-binary,6.6,African American,Single,"['reinvent plug-and-play networks', 'unleash mission-critical applications', 'brand wireless applications']",Part-time,Yes,Soccer,Completed Internship,083-67-6871,Port Jennifer,Canadian,"{'father_name': 'Daniel Gonzalez', 'mother_name': 'Mark Montoya', 'contact_number': '001-782-861-0054x68135'}","{'name': 'Ashley Acevedo', 'relationship': 'Parent', 'phone_number': '675.656.2658'}",English,"['Parsons-Williams', 'Lucas-Schwartz']",No
Danielle Whitney,jennabrown@example.com,2005-12-19,"PSC 2056, Box 5678
APO AP 27229",487.216.7326x657,C,879415eb-a6c1-442f-a91a-341e123187cd,Computer Science,Music,1975,2005,Male,6.3,Caucasian,Single,"['redefine enterprise users', 'deliver synergistic initiatives', 'orchestrate collaborative e-services']",Part-time,No,Soccer,None,792-44-0699,Lake Jillland,British,"{'father_name': 'Kristi Scott', 'mother_name': 'Patricia Santiago', 'contact_number': '(543)458-8144'}","{'name': 'William Benjamin', 'relationship': 'Parent', 'phone_number': '778.383.2436'}",Other,"['Campbell PLC', 'Bridges Ltd']",Yes
Jared Wood,zmata@example.com,2004-01-30,"7278 Michael Springs Apt. 500
North Elizabethtown, MP 03442",4093387382,B,b2e48770-1901-471a-aaaa-731020a28dd7,History,Art History,1998,2016,Female,8.2,Mixed,Divorced,"['envisioneer proactive relationships', 'expedite front-end relationships', 'iterate rich info-mediaries']",Full-time,Yes,Football,Currently Internship,877-69-7061,Lake Kimberly,American,"{'father_name': 'Joshua Glass', 'mother_name': 'Samuel Waller', 'contact_number': '(377)816-3986x475'}","{'name': 'Rhonda Santiago', 'relationship': 'Sibling', 'phone_number': '+1-523-916-9819x490'}",Mandarin,"['Carson-Mckenzie', 'Frey, Everett and Miles']",Yes
Anne David,aprilkim@example.net,2006-02-21,"75908 Anderson Hills Suite 710
Robertberg, NE 27879",841.725.2855x3690,A,adb9e683-c590-4470-9814-5ab22c4de558,Biology,Economics,2009,1993,Female,3.5,Mixed,Divorced,"['strategize sticky initiatives', 'generate compelling relationships', 'cultivate user-centric bandwidth']",Full-time,No,Football,Completed Internship,552-06-3867,Katiemouth,Canadian,"{'father_name': 'Donna Harper', 'mother_name': 'Jennifer Meyers', 'contact_number': '969-432-6096x255'}","{'name': 'Robert Smith', 'relationship': 'Sibling', 'phone_number': '001-772-409-1035x01192'}",Spanish,"['Beard LLC', 'Friedman, Mcmahon and Davis']",Yes
Kenneth Barnett,catherinemcdonald@example.org,2004-04-22,"50799 Peterson Mall Apt. 249
Alvarezfurt, WA 02568",638.878.9148,F,d34cfd3e-bbf5-4800-b513-6822bafbf6ca,Physics,Art History,1980,2020,Male,6.9,African American,Married,"['synergize user-centric communities', 'expedite vertical partnerships', 'scale cross-media functionalities']",Part-time,No,Football,Completed Internship,112-58-4381,East Danielmouth,American,"{'father_name': 'Catherine Munoz', 'mother_name': 'Sherri Carroll', 'contact_number': '211.240.0747x72968'}","{'name': 'Logan Allen', 'relationship': 'Other', 'phone_number': '846.505.2676x413'}",English,"['Valentine, Dalton and Edwards', 'Payne-Ashley']",Yes
Stephanie Butler,kcooper@example.org,2004-04-19,"25290 Stephanie Manor Apt. 760
Cassandramouth, MD 53509",001-227-979-9795x93367,F,2e6d0908-074f-4b18-856f-22a511bc5e62,Physics,Sociology,1987,2008,Non-binary,2.9,Mixed,Divorced,"['reinvent global info-mediaries', 'revolutionize interactive experiences', 'deliver integrated paradigms']",Part-time,No,None,Completed Internship,865-33-8083,Deborahtown,German,"{'father_name': 'Stephanie Mccullough', 'mother_name': 'James Beck', 'contact_number': '837-538-6358'}","{'name': 'Charles Smith', 'relationship': 'Other', 'phone_number': '(594)382-9934x42308'}",English,"['Griffin and Sons', 'Perez-Robinson']",Yes
Kelly Huffman,victoria58@example.com,2006-03-09,"0392 Sarah Loaf Apt. 033
Lake Stephenland, CA 10831",6123909775,F,a98f34de-3f5f-4699-ab93-029f98d84898,Chemistry,Music,2011,2019,Male,8.9,Hispanic,Divorced,"['drive virtual ROI', 'maximize dot-com mindshare', 'unleash B2C eyeballs']",Part-time,Yes,None,Completed Internship,010-21-8253,East Lisa,Australian,"{'father_name': 'Debra Simpson', 'mother_name': 'Jay Dixon', 'contact_number': '8699691033'}","{'name': 'Ricky Terry', 'relationship': 'Sibling', 'phone_number': '323-370-0565x89310'}",French,"['Tate, Mcknight and Johnson', 'Stanley Group']",No
Courtney Krueger MD,robert34@example.org,2002-12-23,"8553 Leslie River Apt. 869
East Tinaside, VI 74568",001-537-956-1164x60988,B,891a4672-6703-4f0b-88ac-6b986011782b,Mathematics,Economics,1999,1995,Female,9.3,African American,Single,"['embrace transparent systems', 'maximize viral functionalities', 'synthesize cross-media users']",Full-time,No,Basketball,Completed Internship,866-27-9073,Chadshire,American,"{'father_name': 'Jason Hampton', 'mother_name': 'John Moore', 'contact_number': '244.294.9218'}","{'name': 'Kevin Rodriguez', 'relationship': 'Parent', 'phone_number': '(885)503-1989x86720'}",Mandarin,"['Watson and Sons', 'Sanford, Moore and Ortiz']",Yes
Jessica Huffman,anthonynorman@example.com,2004-09-08,"4183 Cowan Ports Suite 264
Gutierrezchester, NC 53414",(484)859-7837,C,ab1aece1-3392-4015-bfd4-754c26992d94,Mathematics,Music,1985,2012,Non-binary,6.3,African American,Single,"['utilize e-business platforms', 'deliver integrated e-tailers', 'incubate B2B supply-chains']",Part-time,No,None,None,445-37-7254,West Amymouth,American,"{'father_name': 'Sherry Morgan', 'mother_name': 'Amy Wells', 'contact_number': '001-825-482-1377x21046'}","{'name': 'Danny Valenzuela', 'relationship': 'Parent', 'phone_number': '252-501-9464'}",English,"['Johnson and Sons', 'Foster, Mitchell and Lang']",Yes
Wayne Anderson,curtisnicole@example.com,2005-02-21,"99072 Joseph Junction Apt. 640
Lake Carlos, NJ 08831",001-471-786-6073x02944,C,7f6e0263-da7f-4eac-b9c2-1c14862d3d0e,History,Economics,1985,1987,Non-binary,9.3,Other,Single,"['enhance front-end deliverables', 'transition front-end functionalities', 'expedite efficient e-commerce']",Full-time,Yes,Soccer,Completed Internship,234-26-2211,Lloydville,American,"{'father_name': 'Matthew Mathis', 'mother_name': 'Dylan Patterson', 'contact_number': '377-279-1468'}","{'name': 'Luis Wells', 'relationship': 'Other', 'phone_number': '+1-363-239-5462x46662'}",Spanish,"['Graham Inc', 'Drake-Duke']",Yes
Debra Alvarez,adamslisa@example.org,2005-09-17,"026 Smith Prairie Suite 713
Eddiemouth, ME 40364",(593)603-0102x9137,F,4b2e9c77-4bf5-4b40-9c84-61cb137d91d8,History,Economics,2001,2019,Male,3.7,Caucasian,Married,"['facilitate magnetic methodologies', 'drive efficient partnerships', 'innovate integrated methodologies']",Part-time,No,Basketball,None,359-32-8707,East Brian,German,"{'father_name': 'Daniel Grant', 'mother_name': 'Fernando Johnson', 'contact_number': '+1-239-830-1975x5858'}","{'name': 'Roberto Brown', 'relationship': 'Other', 'phone_number': '527.668.4539'}",English,"['Gonzalez-Golden', 'Combs PLC']",No
Amy Maldonado,riveraapril@example.org,2005-11-28,"USS Torres
FPO AA 03738",2949761961,A,1890afcf-1805-443e-8551-f23d7ce35b2f,Biology,Psychology,2022,1974,Female,11.9,African American,Single,"['transform web-enabled web-readiness', 'enhance best-of-breed web-readiness', 'deploy dot-com infrastructures']",Full-time,No,Basketball,Currently Internship,482-07-8853,Gonzalesside,German,"{'father_name': 'Jessica Williams', 'mother_name': 'Robert Camacho', 'contact_number': '879.287.2894x545'}","{'name': 'Tommy Marks', 'relationship': 'Other', 'phone_number': '+1-538-546-4686x84823'}",Spanish,"['Greene, Robinson and Cardenas', 'Peterson LLC']",No
Nicole Williams MD,jeromerussell@example.net,2003-10-14,"157 Bradshaw Meadow Suite 249
East Michaelside, KS 98244",736.556.2459x030,F,bd0b6d95-ebd9-4001-9a08-701de7c1b428,Chemistry,Music,1973,1994,Non-binary,8.5,African American,Single,"['generate holistic partnerships', 'mesh dot-com eyeballs', 'benchmark transparent e-business']",Full-time,Yes,Football,Completed Internship,872-41-8484,Escobartown,American,"{'father_name': 'Joshua Logan', 'mother_name': 'Cameron Potts', 'contact_number': '943-772-9571'}","{'name': 'Matthew Foster', 'relationship': 'Parent', 'phone_number': '+1-268-977-9012'}",French,"['Gutierrez and Sons', 'Johnson, Little and Myers']",Yes
Carla Glass,ystokes@example.com,2006-02-21,"11545 Erin Circles
North Sergio, MA 06581",(347)205-8866x81222,F,1c9f0051-7074-4c68-ab28-89d04975194e,Engineering,Philosophy,1977,1980,Female,9.5,Asian,Married,"['unleash cross-media supply-chains', 'unleash B2B infrastructures', 'e-enable robust bandwidth']",Full-time,Yes,Football,None,582-99-3176,North Thomas,Canadian,"{'father_name': 'Rachel Espinoza', 'mother_name': 'Miranda Patterson', 'contact_number': '429.232.3261'}","{'name': 'Mark Gonzalez', 'relationship': 'Sibling', 'phone_number': '665-488-2883x460'}",German,"['Barnes Group', 'Daniel PLC']",Yes
